client_id,first_name,last_name,gender,date_of_birth,phone_number,email,address,city,state,postal_code,date_of_registration,client_type
1507,Curtis,Martinez,female,1966-03-08,764-411-1836,curtis.martinez@hotmail.com,6005 Compton Haven Apt. 686,Buffalo,New York,10701,2020-11-01,renter
1508,Thomas,King,female,2003-05-07,241-907-1111,thomas.king@yahoo.com,862 Riley Lights Suite 670,Utica,New York,10701,2023-10-21,renter
1509,Darren,Krueger,female,1960-05-03,915-141-8864,darren.krueger@hotmail.com,997 Robin Land Apt. 499,New York,New York,10001,2022-07-31,landlord
1510,Brian,Shelton,male,1989-05-10,649-605-4764,brian.shelton@yahoo.com,77540 Pena Path,New York,New York,14602,2021-05-14,seller
1511,Kelly,Garrett,female,1954-04-27,329-816-7870,kelly.garrett@outlook.com,3881 Christian River Apt. 740,Mount Vernon,New York,10001,2023-02-09,seller
1512,Corey,Ingram,female,1956-07-18,380-131-4582,corey.ingram@outlook.com,0930 Ruth Knoll,Utica,New York,12301,2022-08-29,renter
1513,Lance,Burch,male,1956-02-14,177-347-9718,lance.burch@gmail.com,51866 Amy Divide Apt. 814,New Rochelle,New York,10550,2023-02-14,buyer
1514,Nicolas,Watts,female,1934-04-12,857-820-1849,nicolas.watts@outlook.com,87412 Patel Ridges Suite 813,Yonkers,New York,14602,2020-06-28,renter
1515,Brianna,Brown,female,1948-01-21,184-218-2950,brianna.brown@gmail.com,8780 Rojas Curve,Yonkers,New York,14602,2020-11-24,seller
1516,Jeffrey,Martin,male,1968-03-02,351-936-2231,jeffrey.martin@hotmail.com,12802 Amanda Inlet Suite 567,Yonkers,New York,13501,2023-11-05,buyer
1517,Kelly,Hunter,female,1968-05-29,236-701-3773,kelly.hunter@outlook.com,911 Henson Crossing Suite 167,Rochester,New York,14201,2020-02-06,renter
1518,Heather,Galvan,female,2002-08-15,341-936-8425,heather.galvan@hotmail.com,711 James Crossing Suite 313,Rochester,New York,14201,2021-04-11,landlord
1519,Elizabeth,Schultz,female,1935-07-20,984-301-9214,elizabeth.schultz@outlook.com,58003 Charlene Circles,Yonkers,New York,14602,2020-03-12,buyer
1520,Priscilla,Flores,male,1962-04-10,378-481-5747,priscilla.flores@hotmail.com,674 Teresa Alley,Mount Vernon,New York,10550,2024-05-27,seller
1521,Tracy,Bryant,female,1935-03-18,976-497-9648,tracy.bryant@outlook.com,061 English Brooks,Albany,New York,14201,2023-04-21,buyer
1522,Donna,Wilcox,female,1975-09-11,169-579-6934,donna.wilcox@yahoo.com,43494 Ellison Throughway,New Rochelle,New York,10701,2021-08-31,buyer
1523,Shannon,Hobbs,male,1975-04-14,245-653-2995,shannon.hobbs@outlook.com,018 Christopher Trafficway,Buffalo,New York,12201,2022-07-13,seller
1524,Elizabeth,Hartman,female,1941-02-20,118-528-6191,elizabeth.hartman@yahoo.com,825 Johnson Summit Suite 370,Yonkers,New York,13501,2023-05-18,seller
1525,Karen,Hamilton,male,1942-12-21,690-895-8197,karen.hamilton@outlook.com,596 Cynthia Neck,Rochester,New York,10701,2023-12-05,buyer
1526,Ricky,Forbes,female,1945-04-09,445-840-3286,ricky.forbes@hotmail.com,6623 Amber Flat Suite 944,Buffalo,New York,12301,2023-09-20,buyer
1527,Tracy,Fox,female,1997-12-10,946-270-3770,tracy.fox@yahoo.com,52172 Avila Run Apt. 434,New York,New York,10801,2020-03-30,landlord
1528,Robert,Edwards,male,2003-06-09,766-796-2840,robert.edwards@hotmail.com,395 Michael Inlet,Buffalo,New York,10550,2022-11-11,seller
1529,Karen,Rasmussen,female,1935-03-01,436-802-2682,karen.rasmussen@gmail.com,5396 Mccarthy Burgs Suite 322,Schenectady,New York,14201,2022-10-20,seller
1530,Robert,Stevens,female,1997-03-21,686-412-3203,robert.stevens@hotmail.com,85258 Bryan Brooks,Albany,New York,14201,2023-11-16,buyer
1531,Michael,Sanders,female,1933-09-21,186-567-9026,michael.sanders@gmail.com,789 Horn Station,Schenectady,New York,10701,2020-01-06,buyer
1532,Erika,Knapp,male,1946-05-16,504-569-5550,erika.knapp@yahoo.com,91572 Rachel Wall,Yonkers,New York,14602,2023-10-15,renter
1533,Elizabeth,Moody,male,1965-10-10,117-111-4311,elizabeth.moody@yahoo.com,4543 Rachel Extension,Schenectady,New York,13201,2024-06-10,landlord
1534,Kimberly,Chavez,male,2005-08-04,685-236-7592,kimberly.chavez@hotmail.com,322 Sanchez Freeway Suite 286,Schenectady,New York,14602,2020-09-03,buyer
1535,James,Kennedy,male,2005-10-04,534-647-8984,james.kennedy@yahoo.com,95721 Taylor Station Suite 224,Yonkers,New York,13501,2024-04-07,seller
1536,Scott,Gentry,male,1945-06-03,538-975-2941,scott.gentry@gmail.com,9193 James Mountain Suite 446,Schenectady,New York,13501,2023-05-23,buyer
1537,Gregory,Marquez,female,1954-02-14,907-605-3224,gregory.marquez@gmail.com,055 Brown Spring Apt. 426,Syracuse,New York,12301,2020-08-02,buyer
1538,Lisa,Peck,male,1966-01-15,440-730-6652,lisa.peck@yahoo.com,3743 Khan Centers,Yonkers,New York,10001,2022-01-30,seller
1539,Jason,Stewart,female,1964-02-29,872-541-4868,jason.stewart@outlook.com,162 Daniel Way,Yonkers,New York,10701,2021-09-16,landlord
1540,Jason,Williams,female,1971-02-23,420-306-7512,jason.williams@hotmail.com,47223 Joshua Station Apt. 938,Syracuse,New York,12201,2021-11-20,buyer
1541,John,Holmes,female,1996-12-28,177-614-6713,john.holmes@yahoo.com,35156 Baird Groves Suite 330,Utica,New York,14201,2020-05-11,renter
1542,Brian,Becker,male,1995-05-11,833-782-2210,brian.becker@hotmail.com,8758 Anthony Square Suite 128,New Rochelle,New York,12301,2021-06-03,landlord
1543,Bianca,Johnson,female,1933-12-27,696-816-1624,bianca.johnson@yahoo.com,48489 Duran Plaza Apt. 057,Albany,New York,10001,2024-03-27,seller
1544,Sandra,Mcfarland,male,1934-10-29,601-164-6072,sandra.mcfarland@hotmail.com,174 Nichols Trafficway,Albany,New York,10001,2022-01-15,buyer
1545,Ashley,Freeman,male,1989-11-09,113-195-9173,ashley.freeman@yahoo.com,356 Peter Square,Syracuse,New York,13501,2023-04-17,buyer
1546,Stephanie,Martin,female,1957-02-04,600-307-8486,stephanie.martin@yahoo.com,47062 Barr Square Apt. 259,New York,New York,10801,2023-01-22,buyer
1547,Pamela,Jones,male,1956-09-22,369-160-2526,pamela.jones@yahoo.com,9397 Amanda Key Suite 519,New Rochelle,New York,13201,2024-02-02,seller
1548,Daniel,Li,male,2006-07-14,866-934-9772,daniel.li@yahoo.com,98002 King Fort Suite 501,Buffalo,New York,10001,2020-06-19,seller
1549,Kelsey,Moody,female,1936-02-21,594-732-7471,kelsey.moody@yahoo.com,86291 Avery Drives,Mount Vernon,New York,10701,2023-01-25,landlord
1550,Charles,King,female,1953-12-05,195-974-8098,charles.king@gmail.com,317 Brooke Station Suite 396,Yonkers,New York,10701,2021-04-24,buyer
1551,Karen,Adams,male,1981-02-08,754-888-8636,karen.adams@hotmail.com,7090 Marshall Oval Suite 133,Rochester,New York,14201,2024-04-30,renter
1552,Emily,Byrd,female,1971-04-07,878-700-6656,emily.byrd@hotmail.com,0814 Luis Mountain,Buffalo,New York,10801,2024-06-11,renter
1553,Brian,Fowler,male,1954-02-11,772-550-8372,brian.fowler@gmail.com,8497 Jones Land,Rochester,New York,13201,2020-07-08,seller
1554,Keith,Navarro,male,1961-08-02,255-420-6011,keith.navarro@gmail.com,8059 Flores Cape Apt. 017,Utica,New York,10701,2022-03-03,renter
1555,Rebecca,Pittman,female,1964-12-01,549-396-3787,rebecca.pittman@yahoo.com,15167 Edgar Garden Suite 035,Albany,New York,14201,2023-03-31,renter
1556,Thomas,Alexander,male,2003-01-06,356-234-5904,thomas.alexander@outlook.com,93193 Price Streets,New Rochelle,New York,10701,2021-02-09,buyer
1557,Matthew,Gibson,female,1999-03-18,254-291-6315,matthew.gibson@outlook.com,183 Gardner Cove Apt. 616,Yonkers,New York,13501,2022-02-19,renter
1558,Lisa,Perez,male,1947-11-19,362-418-3237,lisa.perez@yahoo.com,014 Danielle Mountain,Buffalo,New York,13201,2021-06-28,renter
1559,Kelly,Williams,female,1962-06-08,552-329-5445,kelly.williams@yahoo.com,8615 Andrea Forks,New York,New York,12301,2022-09-04,buyer
1560,Kent,Hughes,male,1965-11-29,307-500-7483,kent.hughes@hotmail.com,3867 Sandra Centers,New York,New York,10001,2020-01-14,buyer
1561,Michael,Brown,female,1983-07-09,233-321-2236,michael.brown@hotmail.com,66890 Harrington Green,Syracuse,New York,13201,2023-06-30,landlord
1562,Christy,Johnson,male,1991-01-24,843-284-9846,christy.johnson@outlook.com,831 Jenkins Ridge,Syracuse,New York,13501,2021-01-30,buyer
1563,Amanda,White,male,2000-03-26,508-877-3142,amanda.white@outlook.com,43932 Amanda Shoals Suite 964,Schenectady,New York,10701,2024-04-14,seller
1564,Anthony,Butler,male,1958-02-09,912-621-3868,anthony.butler@gmail.com,36782 Houston Bypass Apt. 477,Rochester,New York,12301,2020-07-26,landlord
1565,Steven,Roy,female,1972-11-18,431-865-4278,steven.roy@gmail.com,67465 Mario Cliffs Suite 838,New York,New York,12301,2020-01-18,landlord
1566,Lisa,Stone,male,1957-08-29,611-124-9278,lisa.stone@gmail.com,971 Emily Dam,Yonkers,New York,14602,2023-09-01,renter
1567,Tyler,Lopez,male,1951-04-21,252-101-7960,tyler.lopez@gmail.com,078 Francis Inlet,Schenectady,New York,14602,2020-03-02,landlord
1568,Jason,Parker,male,2005-04-26,254-858-3142,jason.parker@hotmail.com,83369 Joshua Run Suite 994,Rochester,New York,10001,2022-10-14,renter
1569,Kimberly,Gibson,female,1978-02-15,711-681-3301,kimberly.gibson@yahoo.com,035 Petersen Unions Apt. 822,New Rochelle,New York,10701,2021-05-22,buyer
1570,Samuel,Hunt,female,1947-04-12,249-453-5095,samuel.hunt@gmail.com,439 Thomas Grove,Schenectady,New York,10001,2023-02-09,buyer
1571,Emily,Miller,male,1997-07-26,787-635-8365,emily.miller@yahoo.com,9283 Webb Terrace,Albany,New York,10801,2020-12-02,landlord
1572,Scott,Dunn,female,1968-08-08,547-167-5398,scott.dunn@yahoo.com,17198 Carter Trail,Rochester,New York,14602,2023-05-16,buyer
1573,Jamie,Walker,male,1983-09-03,816-770-1327,jamie.walker@hotmail.com,350 Salas Drive,Mount Vernon,New York,13501,2023-05-04,landlord
1574,Sue,Martin,female,1935-12-15,357-162-8365,sue.martin@outlook.com,360 Hartman Islands Apt. 144,Mount Vernon,New York,10550,2020-11-05,renter
1575,Charles,Hamilton,male,1991-08-25,274-271-2393,charles.hamilton@outlook.com,64079 Banks Extensions Apt. 786,New York,New York,12201,2022-02-15,seller
1576,Aaron,Huff,male,1959-12-21,251-105-2854,aaron.huff@yahoo.com,555 Brianna Wells,New York,New York,13201,2020-01-01,buyer
1577,Juan,Roman,male,1962-10-27,949-179-9112,juan.roman@hotmail.com,2735 Jordan Turnpike,New York,New York,12301,2022-12-24,landlord
1578,Kathy,Mitchell,male,1967-09-20,249-286-8958,kathy.mitchell@yahoo.com,09502 Margaret Mews,Buffalo,New York,10701,2020-02-17,renter
1579,Samuel,Bennett,female,1971-01-03,436-983-3198,samuel.bennett@outlook.com,1474 Walter Walk,New Rochelle,New York,12301,2022-02-03,renter
1580,Holly,Fuller,male,1991-01-02,630-408-9474,holly.fuller@gmail.com,732 Larry Locks Apt. 003,Yonkers,New York,10801,2022-08-29,seller
1581,Grace,Kent,female,1945-03-13,217-344-9560,grace.kent@outlook.com,0740 Kristina Lock,Utica,New York,14602,2021-02-18,seller
1582,Joseph,Hodges,male,1940-08-30,282-108-6731,joseph.hodges@outlook.com,707 Hawkins Stream Apt. 993,Syracuse,New York,10801,2021-11-06,seller
1583,Linda,Williams,female,1962-08-19,181-897-4161,linda.williams@outlook.com,5300 Rodriguez Pass,New Rochelle,New York,10001,2023-06-15,landlord
1584,Michael,Evans,female,2000-05-29,817-206-9045,michael.evans@outlook.com,61728 Melissa Place,Buffalo,New York,14602,2020-12-06,buyer
1585,Phyllis,Holloway,female,1982-10-12,618-120-5276,phyllis.holloway@outlook.com,8018 West Parkway Apt. 544,Buffalo,New York,13501,2024-04-20,landlord
1586,Jason,Baird,female,1952-10-14,629-672-8069,jason.baird@yahoo.com,85405 Jessica Heights Suite 063,Mount Vernon,New York,10001,2024-05-24,buyer
1587,Lauren,Gonzalez,male,1987-12-09,812-554-8591,lauren.gonzalez@yahoo.com,59843 Ramirez River Suite 443,Utica,New York,13501,2020-02-12,landlord
1588,Cody,Maldonado,female,1984-01-22,117-187-1030,cody.maldonado@gmail.com,5555 Kathy Lodge Suite 667,New York,New York,12201,2020-11-27,buyer
1589,Rebecca,Murphy,male,2006-04-15,616-657-9068,rebecca.murphy@hotmail.com,9272 Walter Tunnel,Yonkers,New York,13501,2021-01-12,buyer
1590,Thomas,Smith,male,1969-10-29,160-871-7083,thomas.smith@yahoo.com,3291 Trevino Crest Suite 739,Mount Vernon,New York,10550,2020-11-28,seller
1591,Monica,Hudson,female,1949-11-17,453-420-7959,monica.hudson@gmail.com,09165 Mitchell Mountain Apt. 314,Syracuse,New York,10801,2022-06-24,landlord
1592,Kathy,Dawson,female,1961-04-23,992-124-6472,kathy.dawson@gmail.com,2169 Rachel Trail Apt. 787,Yonkers,New York,10701,2022-08-17,seller
1593,Bryan,Harrington,male,1945-12-05,450-305-3234,bryan.harrington@yahoo.com,8111 Gibson Harbor Apt. 496,Albany,New York,14602,2022-08-26,landlord
1594,Michelle,Myers,male,1994-11-07,527-459-2626,michelle.myers@gmail.com,487 Deborah Walks,Utica,New York,13201,2023-11-15,renter
1595,Brianna,Jimenez,female,1950-01-18,151-240-2476,brianna.jimenez@gmail.com,20723 Bowman Forges Apt. 359,Albany,New York,10001,2021-10-15,seller
1596,Stephen,Schwartz,male,2003-04-12,193-127-2388,stephen.schwartz@gmail.com,5763 Holly Hills Suite 230,New York,New York,10550,2021-09-29,buyer
1597,Kimberly,Hobbs,female,1967-01-20,986-440-9321,kimberly.hobbs@gmail.com,45684 Todd Loop,Yonkers,New York,10701,2023-04-09,landlord
1598,Rachel,Parker,female,1962-04-22,988-158-1323,rachel.parker@gmail.com,12958 Christine Plaza Suite 233,Mount Vernon,New York,14201,2023-12-15,landlord
1599,Sarah,Holder,male,1989-07-07,389-784-3359,sarah.holder@yahoo.com,7310 Madison Valleys Suite 558,Buffalo,New York,12201,2023-01-31,renter
1600,Maria,Turner,female,1997-06-09,685-157-3745,maria.turner@yahoo.com,4669 James Crossroad,New Rochelle,New York,13201,2020-06-09,landlord
1601,Bobby,Howard,female,1952-12-14,246-105-7504,bobby.howard@hotmail.com,02855 Newton Camp Suite 494,New York,New York,10801,2020-10-26,buyer
1602,Ashley,Baldwin,male,1941-02-01,770-739-9784,ashley.baldwin@gmail.com,2164 Snow Brook Apt. 171,Albany,New York,10801,2020-06-26,seller
1603,Deborah,Barton,male,1953-07-19,778-786-2248,deborah.barton@yahoo.com,27742 Richard Camp,Syracuse,New York,10801,2023-08-21,renter
1604,Debra,Lopez,male,1950-03-19,228-263-1250,debra.lopez@yahoo.com,79127 Turner Green Suite 880,Yonkers,New York,10550,2024-07-22,renter
1605,Michael,Singleton,female,1994-09-11,873-727-8616,michael.singleton@hotmail.com,510 Brooks Oval,New Rochelle,New York,12301,2023-10-25,renter
1606,Amber,Mcfarland,male,1944-10-25,374-252-9445,amber.mcfarland@yahoo.com,344 Mark Inlet,Rochester,New York,13201,2020-10-14,renter
1607,Tamara,Jensen,male,1938-11-05,543-634-1407,tamara.jensen@yahoo.com,447 Hopkins Viaduct,Schenectady,New York,13501,2023-07-01,seller
1608,Susan,Hickman,male,1992-10-11,125-624-6640,susan.hickman@yahoo.com,541 Jennifer Springs,New Rochelle,New York,10001,2022-01-01,renter
1609,Larry,Moon,male,1985-08-09,710-115-6308,larry.moon@hotmail.com,84589 Kelsey Falls Apt. 670,New York,New York,10550,2020-11-16,buyer
1610,Robert,Gonzalez,male,1951-05-14,670-386-8063,robert.gonzalez@outlook.com,8151 Hernandez Branch,Buffalo,New York,10801,2021-09-21,seller
1611,Julie,Yang,male,1950-09-04,692-900-3761,julie.yang@hotmail.com,9824 Kristin River,New Rochelle,New York,12201,2022-05-26,landlord
1612,Kevin,Hicks,male,1985-01-29,279-630-5677,kevin.hicks@gmail.com,190 Morrow Ford Suite 351,Rochester,New York,10001,2021-12-14,landlord
1613,Scott,Hess,female,1952-10-29,340-353-3794,scott.hess@hotmail.com,06584 Reese Common,Rochester,New York,12201,2023-10-25,seller
1614,Lauren,Massey,female,1950-12-11,883-367-6196,lauren.massey@hotmail.com,8596 Katherine Route,Utica,New York,10550,2022-01-18,landlord
1615,Cassidy,Simpson,male,1938-09-29,832-697-5741,cassidy.simpson@hotmail.com,60923 Harry Tunnel,Buffalo,New York,10001,2021-03-15,landlord
1616,Robert,Hicks,male,1982-03-24,833-824-3951,robert.hicks@outlook.com,37903 Paul Vista Apt. 602,Albany,New York,10550,2024-05-16,landlord
1617,Keith,Brown,male,1952-12-20,187-114-4109,keith.brown@outlook.com,211 Christopher Stravenue Suite 798,Utica,New York,14602,2021-01-24,landlord
1618,Nathan,Marshall,male,1989-12-14,217-665-4709,nathan.marshall@yahoo.com,77115 Ramos Passage,Mount Vernon,New York,10701,2020-09-26,buyer
1619,James,Jensen,male,1978-03-17,365-457-8111,james.jensen@hotmail.com,2393 Stafford Keys,Schenectady,New York,10550,2024-04-12,buyer
1620,Steven,Allen,male,1950-08-07,234-487-4893,steven.allen@gmail.com,51490 Melissa Ramp Suite 020,Rochester,New York,12301,2022-12-01,landlord
1621,Shawn,Price,male,1939-07-21,261-929-2762,shawn.price@yahoo.com,63526 Morse Spring,Utica,New York,13201,2023-08-08,landlord
1622,Susan,Johnson,male,1978-09-23,992-131-9843,susan.johnson@gmail.com,08831 Harris Trail,Buffalo,New York,13201,2022-11-30,renter
1623,Denise,Bryan,female,1944-07-04,489-585-4350,denise.bryan@hotmail.com,849 Davis Flats,Yonkers,New York,12301,2020-03-03,renter
1624,Willie,Scott,female,1987-12-04,434-787-4642,willie.scott@yahoo.com,98253 Andrea Village,New Rochelle,New York,14602,2023-12-19,renter
1625,David,Coleman,male,1990-06-02,636-508-4754,david.coleman@hotmail.com,817 Amanda Garden,Utica,New York,14602,2022-12-21,seller
1626,Thomas,Wright,female,1949-07-07,530-358-3184,thomas.wright@yahoo.com,406 Brandon Landing Apt. 620,Mount Vernon,New York,12201,2022-03-05,landlord
1627,James,Zimmerman,male,1966-06-25,878-401-3135,james.zimmerman@hotmail.com,230 Henry Pike,Mount Vernon,New York,12201,2022-08-24,buyer
1628,Jessica,Hughes,male,2000-09-15,983-892-1185,jessica.hughes@yahoo.com,5673 Sanchez Walk,Syracuse,New York,10801,2022-08-23,landlord
1629,James,Lawrence,female,1976-08-23,917-492-5709,james.lawrence@outlook.com,50321 Ashley Mountains,Schenectady,New York,10001,2023-09-21,renter
1630,Hannah,Mathews,female,1988-09-06,935-394-3067,hannah.mathews@gmail.com,590 Griffin Forks,Yonkers,New York,13501,2021-01-30,buyer
1631,John,Meyer,male,2001-01-17,941-389-8430,john.meyer@outlook.com,7951 Harris Lake,Buffalo,New York,10701,2021-10-25,seller
1632,Peter,Pena,male,1981-08-03,196-122-6320,peter.pena@hotmail.com,0311 Michael Spring,Syracuse,New York,14201,2024-06-06,renter
1633,Robin,Mendoza,male,1978-12-22,237-359-1405,robin.mendoza@hotmail.com,56490 Schultz Point Apt. 819,Rochester,New York,14201,2023-03-12,seller
1634,Cory,Wells,female,1943-09-15,356-334-2557,cory.wells@gmail.com,254 Janice Cape Apt. 527,New York,New York,10701,2023-01-10,landlord
1635,Timothy,Olson,male,1962-09-25,918-700-5220,timothy.olson@hotmail.com,1948 Castillo Stream,Utica,New York,12201,2024-04-04,seller
1636,Daniel,Walker,female,1963-09-25,373-518-7369,daniel.walker@yahoo.com,9969 Jason Rue Apt. 914,Mount Vernon,New York,13501,2021-09-12,renter
1637,Adrian,Clark,female,1983-08-31,751-585-4748,adrian.clark@outlook.com,3594 Tyler Path,Syracuse,New York,13501,2020-12-06,buyer
1638,Cheryl,Johnson,male,1960-05-13,574-858-8816,cheryl.johnson@hotmail.com,97483 Lori Square,New York,New York,10701,2023-11-04,buyer
1639,Leslie,Sanders,male,1961-04-06,550-925-5073,leslie.sanders@outlook.com,4298 Sydney Drive Suite 498,New York,New York,10701,2022-09-30,buyer
1640,Brandon,Sandoval,female,1942-05-30,473-681-7087,brandon.sandoval@gmail.com,3524 Greene Shore Apt. 180,New Rochelle,New York,10701,2022-09-15,landlord
1641,Timothy,Morales,male,1993-09-20,588-702-1206,timothy.morales@outlook.com,64585 Ashley Circle Suite 202,Buffalo,New York,10801,2020-07-29,seller
1642,Carlos,Jones,male,1937-05-30,443-472-6524,carlos.jones@outlook.com,291 Alexandra Shore Suite 904,Rochester,New York,12301,2024-02-05,buyer
1643,John,Chan,male,1951-04-04,735-544-2178,john.chan@hotmail.com,6365 Brown Row Apt. 995,New York,New York,12301,2020-01-28,buyer
1644,Beth,Schultz,male,1963-11-04,474-130-2557,beth.schultz@yahoo.com,136 Frazier Courts Apt. 729,Schenectady,New York,13501,2021-08-31,landlord
1645,Lindsay,Davis,male,1965-08-21,909-264-1554,lindsay.davis@outlook.com,55886 Rodriguez Cove Apt. 278,New Rochelle,New York,10550,2020-08-24,buyer
1646,Amber,Vargas,female,1944-06-21,112-555-9525,amber.vargas@yahoo.com,61079 Harvey Lake Apt. 985,Rochester,New York,12301,2022-08-13,buyer
1647,Jonathan,Garrett,female,1974-02-26,963-989-9699,jonathan.garrett@outlook.com,336 Williams Mountain Apt. 586,New Rochelle,New York,12201,2021-09-16,buyer
1648,Sandra,Flores,female,2002-04-07,834-776-1810,sandra.flores@gmail.com,786 Ashley Hill Suite 633,Syracuse,New York,14602,2022-10-25,buyer
1649,Stephen,Wallace,male,1997-10-19,743-196-3664,stephen.wallace@hotmail.com,9835 Bailey Overpass Apt. 562,Schenectady,New York,10550,2020-02-22,seller
1650,Sara,Mann,female,1963-03-25,410-973-1977,sara.mann@gmail.com,8600 Lori Plains,Rochester,New York,13201,2023-01-09,landlord
1651,Kyle,Berry,male,1969-10-20,650-765-7256,kyle.berry@hotmail.com,570 Walton Lakes Apt. 530,Schenectady,New York,12301,2022-12-09,renter
1652,David,Hopkins,female,1937-11-02,783-221-5127,david.hopkins@gmail.com,4062 Reid Gardens Suite 460,Syracuse,New York,14201,2023-09-11,buyer
1653,Sarah,Greene,female,1973-07-30,620-861-6913,sarah.greene@hotmail.com,07063 Theodore Summit Apt. 767,Rochester,New York,10701,2023-12-31,renter
1654,Jacob,Parks,male,1983-07-18,176-401-4124,jacob.parks@gmail.com,6443 James Inlet Suite 419,Utica,New York,14602,2024-01-24,renter
1655,Lisa,Lowe,male,1957-07-06,718-579-7746,lisa.lowe@hotmail.com,9430 Sarah Greens Apt. 445,New York,New York,12201,2023-05-25,buyer
1656,Daniel,Leonard,female,1950-09-21,488-631-4521,daniel.leonard@yahoo.com,54779 Stephen Forges Suite 686,Utica,New York,10701,2020-03-23,buyer
1657,Laurie,Wilson,male,2001-08-16,445-390-1719,laurie.wilson@yahoo.com,5105 Steven Ville Apt. 952,Yonkers,New York,10001,2020-12-25,buyer
1658,Kimberly,Payne,male,1994-04-03,279-351-5778,kimberly.payne@hotmail.com,99114 Carter Cliffs Suite 575,Utica,New York,10001,2024-04-04,seller
1659,Kelli,Williams,female,1949-04-16,383-644-8024,kelli.williams@gmail.com,49600 Shannon Court,Utica,New York,13501,2022-03-26,buyer
1660,Dawn,Gates,male,1987-03-03,389-157-2732,dawn.gates@yahoo.com,79786 Mendoza Freeway Suite 322,Mount Vernon,New York,13201,2021-12-29,buyer
1661,Laurie,Pham,female,1961-10-30,397-260-9509,laurie.pham@gmail.com,8373 Denise Underpass,Buffalo,New York,12301,2022-08-15,buyer
1662,Connie,Curtis,female,1947-04-01,683-745-7770,connie.curtis@outlook.com,48368 Suzanne Meadow,Buffalo,New York,10701,2023-08-10,renter
1663,Douglas,Hull,female,1971-03-17,858-591-9558,douglas.hull@hotmail.com,8247 Bennett Hill Suite 514,Mount Vernon,New York,10801,2023-05-08,renter
1664,Nicole,Turner,male,1971-06-17,932-509-7806,nicole.turner@outlook.com,26070 Jessica Turnpike,Mount Vernon,New York,10550,2020-05-09,renter
1665,Kelly,Curtis,male,1980-03-08,893-369-3637,kelly.curtis@yahoo.com,753 Marcus Meadows Apt. 294,New York,New York,10550,2023-11-29,buyer
1666,Mark,Martinez,female,1990-03-16,253-564-6474,mark.martinez@hotmail.com,65657 Caitlin Track Suite 608,Utica,New York,13201,2022-08-05,landlord
1667,Jeffrey,Gardner,female,1944-11-12,680-185-4129,jeffrey.gardner@gmail.com,294 Seth Ford,Syracuse,New York,10701,2022-01-01,buyer
1668,Scott,Butler,male,1988-07-14,378-763-1518,scott.butler@gmail.com,531 Rose Pines Apt. 180,Utica,New York,14602,2024-04-01,landlord
1669,Angela,Mills,male,1988-11-23,475-562-3824,angela.mills@hotmail.com,74324 Angela Garden,Buffalo,New York,10701,2021-04-23,seller
1670,Douglas,Sims,female,1953-02-17,540-530-8055,douglas.sims@gmail.com,7727 Grant Oval,Syracuse,New York,13501,2020-11-17,buyer
1671,Richard,Meyer,male,1968-05-01,268-357-2957,richard.meyer@gmail.com,184 Ruiz Rest,Buffalo,New York,10801,2024-07-13,landlord
1672,Amanda,Boyd,male,2003-08-16,660-372-3135,amanda.boyd@hotmail.com,482 Fleming Mall,Schenectady,New York,10001,2021-09-01,renter
1673,Cindy,Johnson,female,1962-01-29,487-708-4777,cindy.johnson@gmail.com,37611 Conley Fork,Mount Vernon,New York,13501,2024-05-19,buyer
1674,Christopher,Day,female,1942-12-28,872-577-8281,christopher.day@outlook.com,68693 Harris Lakes Suite 152,Mount Vernon,New York,14201,2024-06-17,landlord
1675,Brandon,Winters,male,1973-04-26,629-943-1082,brandon.winters@yahoo.com,493 Mark Port,Buffalo,New York,12201,2022-05-05,buyer
1676,Abigail,Harmon,male,1972-02-22,857-194-7427,abigail.harmon@gmail.com,50606 Coffey Estate Apt. 908,Syracuse,New York,13201,2021-04-11,buyer
1677,Jessica,Turner,female,1956-11-21,790-506-3921,jessica.turner@gmail.com,6475 Warner Ridges,Rochester,New York,13501,2020-06-12,landlord
1678,Alexander,Lewis,male,1995-08-15,518-743-8637,alexander.lewis@hotmail.com,451 Khan Point,Buffalo,New York,10550,2023-06-09,renter
1679,Jeremiah,Perkins,female,1965-08-29,197-397-1658,jeremiah.perkins@yahoo.com,387 Patrick Rapid,Yonkers,New York,14201,2023-05-11,buyer
1680,Russell,Jackson,male,1958-05-28,447-284-7873,russell.jackson@yahoo.com,0020 Hughes River Apt. 090,Utica,New York,12201,2021-11-07,seller
1681,Thomas,Edwards,female,1959-07-24,931-764-3450,thomas.edwards@yahoo.com,7894 Burgess Plaza,New York,New York,13201,2020-06-13,renter
1682,John,Thomas,male,1935-09-17,300-863-9890,john.thomas@hotmail.com,7409 Douglas Groves Suite 135,Yonkers,New York,10701,2021-05-10,buyer
1683,Nicole,Smith,male,1953-12-22,472-467-8075,nicole.smith@yahoo.com,49000 Brown Springs Suite 338,New York,New York,12301,2021-02-15,seller
1684,Jennifer,Delgado,female,1959-05-12,861-544-5422,jennifer.delgado@hotmail.com,9382 Benjamin Station Apt. 722,Yonkers,New York,13501,2020-12-03,buyer
1685,Alicia,Johnson,female,2000-02-25,164-661-9781,alicia.johnson@gmail.com,009 White Plain,Schenectady,New York,10001,2021-09-08,seller
